#Area	Non-overlapping_group
TNFAIP3_ex4_138196778_-_ampl254	grp0
TNFAIP3_ex5_138197004_-_ampl256	grp0
TNFAIP3_ex5_138197218_-_ampl258	grp0
TNFAIP3_ex6_138198162_-_ampl259	grp0
TNFAIP3_ex7_138199512_+_ampl261	grp0
TNFAIP3_ex7_138199696_+_ampl263	grp0
TNFAIP3_ex7_138199886_+_ampl265	grp0
TNFAIP3_ex7_138200082_+_ampl267	grp0
TNFAIP3_ex7_138200312_+_ampl269	grp0
TNFAIP3_ex8_138201175_-_ampl271	grp0
TNFAIP3_ex9_138202137_-_ampl273	grp0
TNFAIP3_ex9_138202381_-_ampl275	grp0
CARD11_ex9_2976640_-_ampl276	grp0
CARD11_ex8_2977494_-_ampl278	grp0
CARD11_ex7_2978262_-_ampl280	grp0
CARD11_ex6_2979334_-_ampl282	grp0
CARD11_ex5_2983813_-_ampl284	grp0
CARD11_ex5_2984017_-_ampl286	grp0
CARD11_ex4_2985420_-_ampl288	grp0
BRAF_ex15_140453040_-_ampl290	grp0
EZH2_ex18_148506367_-_ampl292	grp0
EZH2_ex16_148508684_-_ampl293	grp0
EZH2_ex12_148513743_-_ampl295	grp0
MFHAS1_ex1_8747520_+_ampl296	grp0
MFHAS1_ex1_8747780_-_ampl299	grp0
MFHAS1_ex1_8748028_+_ampl302	grp0
MFHAS1_ex1_8748220_+_ampl304	grp0
MFHAS1_ex1_8748410_+_ampl306	grp0
MFHAS1_ex1_8748592_+_ampl308	grp0
MFHAS1_ex1_8748840_-_ampl311	grp0
MFHAS1_ex1_8749092_+_ampl314	grp0
MFHAS1_ex1_8749264_+_ampl316	grp0
MFHAS1_ex1_8749440_+_ampl318	grp0
MFHAS1_ex1_8749628_+_ampl320	grp0
MFHAS1_ex1_8749830_+_ampl322	grp0
MFHAS1_ex1_8750032_+_ampl324	grp0
MFHAS1_ex1_8750272_+_ampl326	grp0
MFHAS1_ex1_8750496_+_ampl328	grp0
MYC_ex1_128748807_-_ampl329	grp0
MYC_ex2_128750375_-_ampl330	grp0
MYC_ex2_128750567_-_ampl332	grp0
MYC_ex2_128750739_-_ampl334	grp0
MYC_ex2_128751019_+_ampl337	grp0
MYC_ex3_128752587_+_ampl339	grp0
MYC_ex3_128752837_-_ampl342	grp0
MYC_ex3_128753019_-_ampl344	grp0
CDKN2A_ex4_21967716_-_ampl346	grp0
CDKN2A_ex4_21967920_-_ampl348	grp0
CDKN2A_ex4_21968134_-_ampl350	grp0
CDKN2A_ex3_21968616_-_ampl351	grp0
CDKN2A_ex2_21970866_-_ampl353	grp0
CDKN2A_ex2_21971104_-_ampl355	grp0
CDKN2A_ex1_21974640_-_ampl356	grp0
CDKN2A_ex1_21974854_-_ampl358	grp0
CDKN2A_ex1_21975076_-_ampl360	grp0
CDKN2B_ex1_22008688_-_ampl361	grp0
NOTCH1_ex34_139388849_-_ampl363	grp0
NOTCH1_ex34_139389031_-_ampl364	grp0
NOTCH1_ex34_139389211_-_ampl366	grp0
NOTCH1_ex34_139389389_-_ampl368	grp0
NOTCH1_ex34_139389623_+_ampl371	grp0
NOTCH1_ex34_139389871_-_ampl374	grp0
NOTCH1_ex34_139390127_+_ampl376	grp0
NOTCH1_ex34_139390305_+_ampl378	grp0
NOTCH1_ex34_139390477_+_ampl380	grp0
NOTCH1_ex34_139390743_-_ampl383	grp0
NOTCH1_ex34_139390921_-_ampl385	grp0
NOTCH1_ex34_139391187_+_ampl388	grp0
NOTCH1_ex34_139391389_+_ampl390	grp0
NOTCH1_ex34_139391583_+_ampl392	grp0
NOTCH1_ex34_139391821_+_ampl394	grp0
NOTCH1_ex28_139396689_-_ampl396	grp0
NOTCH1_ex27_139397601_-_ampl398	grp0
NOTCH1_ex26_139399090_-_ampl400	grp0
NOTCH1_ex26_139399322_-_ampl402	grp0
BTK_ex16_100609585_-_ampl1218	grp0
BTK_ex15_100611007_-_ampl1219	grp0
BTK_ex15_100611225_-_ampl1221	grp0
BTK_ex14_100611737_-_ampl1222	grp0
TNFRSF14_ex2_2489250_+_ampl2	grp1
TNFRSF14_ex3_2489881_+_ampl4	grp1
TNFRSF14_ex4_2491343_+_ampl6	grp1
TNFRSF14_ex5_2492074_+_ampl8	grp1
TNFRSF14_ex6_2493205_+_ampl10	grp1
TNFRSF14_ex8_2494668_+_ampl13	grp1
ID3_ex1_23885549_+_ampl15	grp1
ID3_ex1_23885781_+_ampl17	grp1
CD58_ex3_117078666_+_ampl19	grp1
CD58_ex2_117087005_+_ampl22	grp1
CD58_ex1_117113515_+_ampl25	grp1
NOTCH2_ex34_120454271_+_ampl28	grp1
NOTCH2_ex34_120454455_+_ampl30	grp1
NOTCH2_ex34_120454631_+_ampl32	grp1
NOTCH2_ex34_120454827_+_ampl34	grp1
NOTCH2_ex34_120455061_-_ampl37	grp1
NOTCH2_ex34_120455335_+_ampl40	grp1
NOTCH2_ex34_120455569_-_ampl43	grp1
NOTCH2_ex34_120455753_-_ampl45	grp1
NOTCH2_ex34_120455927_-_ampl47	grp1
NOTCH2_ex34_120456189_+_ampl50	grp1
NOTCH2_ex34_120456427_-_ampl53	grp1
NOTCH2_ex34_120456673_+_ampl56	grp1
NOTCH2_ex34_120456933_-_ampl59	grp1
NOTCH2_ex34_120457185_+_ampl62	grp1
NOTCH2_ex34_120457427_-_ampl65	grp1
NOTCH2_ex34_120457679_+_ampl68	grp1
NOTCH2_ex34_120457945_-_ampl71	grp1
NOTCH2_ex34_120458127_-_ampl73	grp1
NOTCH2_ex34_120458317_-_ampl75	grp1
NOTCH2_ex34_120458517_-_ampl77	grp1
NOTCH2_ex34_120458715_-_ampl79	grp1
NOTCH2_ex34_120458937_-_ampl81	grp1
NOTCH2_ex34_120459187_-_ampl83	grp1
NOTCH2_ex28_120464902_-_ampl86	grp1
NOTCH2_ex27_120465146_+_ampl89	grp1
NOTCH2_ex27_120465346_+_ampl91	grp1
NOTCH2_ex26_120466329_+_ampl93	grp1
NOTCH2_ex26_120466547_+_ampl95	grp1
ITPKB_ex2_226923281_-_ampl97	grp1
ITPKB_ex2_226923471_-_ampl99	grp1
ITPKB_ex2_226923741_+_ampl102	grp1
ITPKB_ex2_226923937_+_ampl104	grp1
ITPKB_ex2_226924113_+_ampl106	grp1
ITPKB_ex2_226924295_+_ampl108	grp1
ITPKB_ex2_226924487_+_ampl110	grp1
ITPKB_ex2_226924711_+_ampl112	grp1
ITPKB_ex2_226924961_+_ampl114	grp1
BIRC3_ex6_102201801_+_ampl405	grp1
BIRC3_ex7_102206782_+_ampl408	grp1
BIRC3_ex8_102207462_-_ampl411	grp1
BIRC3_ex9_102207718_+_ampl413	grp1
BIRC3_ex9_102208178_-_ampl416	grp1
BIRC3_ex9_102208362_-_ampl418	grp1
BIRC3_ex9_102208690_-_ampl422	grp1
BIRC3_ex9_102208940_+_ampl425	grp1
BIRC3_ex9_102209114_+_ampl427	grp1
BIRC3_ex9_102209286_+_ampl429	grp1
BIRC3_ex9_102209524_-_ampl432	grp1
BIRC3_ex9_102209880_-_ampl436	grp1
KMT2A_ex1_118307443_-_ampl440	grp1
KMT2A_ex3_118342404_-_ampl444	grp1
KMT2A_ex3_118342656_+_ampl447	grp1
KMT2A_ex3_118342900_-_ampl450	grp1
KMT2A_ex3_118343142_+_ampl453	grp1
KMT2A_ex3_118343384_-_ampl456	grp1
KMT2A_ex3_118343638_+_ampl459	grp1
KMT2A_ex3_118343886_-_ampl462	grp1
KMT2A_ex3_118344210_-_ampl466	grp1
KMT2A_ex3_118344472_+_ampl469	grp1
KMT2A_ex3_118344660_+_ampl471	grp1
KMT2A_ex3_118344874_+_ampl473	grp1
KMT2A_ex4_118347601_+_ampl476	grp1
KMT2A_ex5_118348761_+_ampl478	grp1
KMT2A_ex7_118352497_+_ampl482	grp1
KMT2A_ex7_118352703_+_ampl484	grp1
KMT2A_ex9_118354957_+_ampl487	grp1
KMT2A_ex10_118355650_+_ampl489	grp1
KMT2A_ex11_118359390_+_ampl491	grp1
KMT2A_ex12_118360560_+_ampl493	grp1
KMT2A_ex13_118360833_+_ampl495	grp1
KMT2A_ex14_118362000_+_ampl497	grp1
KMT2A_ex15_118362538_+_ampl499	grp1
KMT2A_ex16_118363851_+_ampl501	grp1
KMT2A_ex17_118365054_+_ampl503	grp1
KMT2A_ex18_118365446_+_ampl505	grp1
KMT2A_ex19_118366496_+_ampl507	grp1
KMT2A_ex21_118368722_+_ampl510	grp1
KMT2A_ex22_118369174_+_ampl512	grp1
KMT2A_ex23_118370081_+_ampl514	grp1
KMT2A_ex25_118371753_+_ampl517	grp1
KMT2A_ex26_118372462_+_ampl519	grp1
KMT2A_ex27_118373112_+_ampl521	grp1
KMT2A_ex27_118373346_-_ampl524	grp1
KMT2A_ex27_118373582_+_ampl527	grp1
KMT2A_ex27_118373832_-_ampl530	grp1
KMT2A_ex27_118374060_+_ampl533	grp1
KMT2A_ex27_118374394_+_ampl537	grp1
KMT2A_ex27_118374634_-_ampl540	grp1
KMT2A_ex27_118374866_+_ampl543	grp1
KMT2A_ex27_118375096_-_ampl546	grp1
KMT2A_ex27_118375336_+_ampl549	grp1
KMT2A_ex27_118375580_-_ampl552	grp1
KMT2A_ex27_118375838_+_ampl555	grp1
KMT2A_ex27_118376024_+_ampl557	grp1
KMT2A_ex27_118376356_+_ampl561	grp1
KMT2A_ex27_118376634_-_ampl564	grp1
KMT2A_ex27_118376824_-_ampl566	grp1
KMT2A_ex27_118377040_-_ampl568	grp1
KMT2A_ex27_118377242_-_ampl570	grp1
KMT2A_ex30_118380734_+_ampl574	grp1
KMT2A_ex32_118390406_+_ampl577	grp1
KMT2A_ex33_118390646_+_ampl579	grp1
KMT2A_ex34_118391496_+_ampl581	grp1
KMT2A_ex35_118392090_+_ampl583	grp1
KMT2A_ex36_118392685_+_ampl585	grp1
KMT2D_ex54_49415595_-_ampl588	grp1
KMT2D_ex53_49415843_+_ampl591	grp1
KMT2D_ex52_49416079_+_ampl593	grp1
KMT2D_ex51_49416440_+_ampl595	grp1
KMT2D_ex49-ex50_49418454_+_ampl598	grp1
KMT2D_ex49_49418686_+_ampl600	grp1
KMT2D_ex48_49419936_+_ampl602	grp1
KMT2D_ex48_49420130_+_ampl604	grp1
KMT2D_ex48_49420320_+_ampl606	grp1
KMT2D_ex48_49420516_+_ampl608	grp1
KMT2D_ex48_49420700_+_ampl610	grp1
KMT2D_ex48_49420922_+_ampl612	grp1
KMT2D_ex46-ex47_49421673_+_ampl615	grp1
KMT2D_ex45_49422582_+_ampl618	grp1
KMT2D_ex44_49422840_-_ampl621	grp1
KMT2D_ex43_49423226_-_ampl625	grp1
KMT2D_ex42_49424120_+_ampl627	grp1
KMT2D_ex41_49424446_+_ampl631	grp1
KMT2D_ex40_49424624_+_ampl633	grp1
KMT2D_ex39_49424880_-_ampl636	grp1
KMT2D_ex39_49425130_+_ampl639	grp1
KMT2D_ex39_49425374_-_ampl642	grp1
KMT2D_ex39_49425638_+_ampl645	grp1
KMT2D_ex39_49425888_-_ampl648	grp1
KMT2D_ex39_49426234_-_ampl652	grp1
KMT2D_ex39_49426496_+_ampl655	grp1
KMT2D_ex39_49426676_+_ampl657	grp1
KMT2D_ex39_49426955_-_ampl660	grp1
KMT2D_ex39_49427332_-_ampl664	grp1
KMT2D_ex39_49427512_-_ampl666	grp1
KMT2D_ex38-ex39_49427716_-_ampl668	grp1
KMT2D_ex38_49427942_-_ampl670	grp1
KMT2D_ex37_49428140_-_ampl672	grp1
KMT2D_ex36_49428338_-_ampl674	grp1
KMT2D_ex35_49428544_-_ampl676	grp1
KMT2D_ex34_49430955_-_ampl679	grp1
KMT2D_ex34_49431141_-_ampl681	grp1
KMT2D_ex34_49431403_+_ampl684	grp1
KMT2D_ex34_49431597_+_ampl686	grp1
KMT2D_ex34_49431791_+_ampl688	grp1
KMT2D_ex34_49431973_+_ampl690	grp1
KMT2D_ex34_49432171_+_ampl692	grp1
KMT2D_ex34_49432359_+_ampl694	grp1
KMT2D_ex34_49432555_+_ampl696	grp1
KMT2D_ex33_49433038_-_ampl699	grp1
KMT2D_ex32_49433214_-_ampl701	grp1
KMT2D_ex31_49433476_+_ampl704	grp1
KMT2D_ex31_49433648_+_ampl706	grp1
KMT2D_ex31_49433886_-_ampl709	grp1
KMT2D_ex31_49434076_-_ampl711	grp1
KMT2D_ex31_49434324_+_ampl714	grp1
KMT2D_ex31_49434502_+_ampl716	grp1
KMT2D_ex31_49434838_+_ampl720	grp1
KMT2D_ex31_49435034_+_ampl722	grp1
KMT2D_ex31_49435250_+_ampl724	grp1
KMT2D_ex29_49435661_+_ampl727	grp1
KMT2D_ex28_49435911_-_ampl730	grp1
KMT2D_ex26-ex27_49436401_-_ampl733	grp1
KMT2D_ex26_49436589_-_ampl735	grp1
KMT2D_ex25_49436779_-_ampl737	grp1
KMT2D_ex24_49436983_-_ampl739	grp1
KMT2D_ex22-ex23_49437501_+_ampl742	grp1
KMT2D_ex22_49437755_+_ampl744	grp1
KMT2D_ex20-ex21_49438070_+_ampl746	grp1
KMT2D_ex19_49438596_+_ampl749	grp1
KMT2D_ex17_49439752_-_ampl752	grp1
KMT2D_ex16-ex17_49439924_-_ampl754	grp1
KMT2D_ex16_49440192_+_ampl757	grp1
KMT2D_ex15_49440432_+_ampl759	grp1
KMT2D_ex13_49442513_+_ampl762	grp1
KMT2D_ex11_49443518_-_ampl765	grp1
KMT2D_ex11_49443758_+_ampl768	grp1
KMT2D_ex11_49444000_-_ampl771	grp1
KMT2D_ex11_49444172_-_ampl773	grp1
KMT2D_ex11_49444352_-_ampl775	grp1
KMT2D_ex10-ex11_49444536_-_ampl777	grp1
KMT2D_ex10_49444784_+_ampl780	grp1
KMT2D_ex10_49444968_+_ampl782	grp1
KMT2D_ex10_49445266_-_ampl785	grp1
KMT2D_ex10_49445472_-_ampl787	grp1
KMT2D_ex10_49445842_-_ampl791	grp1
KMT2D_ex10_49446034_-_ampl793	grp1
KMT2D_ex9_49446246_-_ampl795	grp1
KMT2D_ex9_49446456_-_ampl797	grp1
KMT2D_ex8_49446671_+_ampl799	grp1
KMT2D_ex7_49446861_+_ampl801	grp1
KMT2D_ex7_49447041_+_ampl803	grp1
KMT2D_ex6_49447231_+_ampl805	grp1
KMT2D_ex5_49447732_+_ampl808	grp1
KMT2D_ex4_49447948_+_ampl810	grp1
KMT2D_ex4_49448152_+_ampl812	grp1
KMT2D_ex3_49448356_+_ampl814	grp1
KMT2D_ex2_49448558_+_ampl816	grp1
KMT2D_ex2_49448780_+_ampl818	grp1
STAT6_ex14_57493846_+_ampl821	grp1
STAT6_ex13_57496148_+_ampl823	grp1
STAT6_ex11_57498310_+_ampl826	grp1
STAT6_ex10_57498548_+_ampl828	grp1
STAT6_ex9_57499027_+_ampl830	grp1
FOXO1_ex2_41133726_-_ampl832	grp1
FOXO1_ex2_41133916_-_ampl834	grp1
FOXO1_ex2_41134114_-_ampl836	grp1
FOXO1_ex2_41134298_-_ampl838	grp1
FOXO1_ex2_41134492_-_ampl840	grp1
FOXO1_ex2_41134684_-_ampl842	grp1
FOXO1_ex2_41134908_-_ampl844	grp1
FOXO1_ex1_41239743_+_ampl846	grp1
FOXO1_ex1_41239979_+_ampl848	grp1
FOXO1_ex1_41240239_+_ampl850	grp1
TRAF3_ex5_103342006_+_ampl852	grp1
TRAF3_ex10_103363601_+_ampl854	grp1
B2M_ex2_45007682_+_ampl858	grp1
CREBBP_ex31_3777699_+_ampl862	grp1
CREBBP_ex31_3777901_+_ampl864	grp1
CREBBP_ex31_3778089_+_ampl866	grp1
CREBBP_ex31_3778357_-_ampl869	grp1
CREBBP_ex31_3778545_-_ampl871	grp1
CREBBP_ex31_3778739_-_ampl873	grp1
CREBBP_ex31_3778943_-_ampl875	grp1
CREBBP_ex31_3779137_-_ampl877	grp1
CREBBP_ex31_3779315_-_ampl879	grp1
CREBBP_ex31_3779529_-_ampl881	grp1
CREBBP_ex31_3779745_-_ampl883	grp1
CREBBP_ex30_3781360_-_ampl886	grp1
CREBBP_ex29_3781868_+_ampl888	grp1
CREBBP_ex28_3786114_+_ampl890	grp1
CREBBP_ex27_3786738_+_ampl892	grp1
CREBBP_ex26_3788549_+_ampl894	grp1
CREBBP_ex25_3789658_+_ampl896	grp1
CREBBP_ex24_3790483_+_ampl898	grp1
CREBBP_ex19_3807344_+_ampl904	grp1
CREBBP_ex18_3807883_+_ampl906	grp1
CREBBP_ex17_3808910_+_ampl909	grp1
CREBBP_ex16_3817786_+_ampl911	grp1
CREBBP_ex15_3819256_+_ampl913	grp1
CREBBP_ex14_3820652_+_ampl915	grp1
CREBBP_ex14_3820884_+_ampl917	grp1
CREBBP_ex13_3823845_+_ampl919	grp1
CREBBP_ex12_3824629_+_ampl921	grp1
CREBBP_ex10_3828087_+_ampl924	grp1
CREBBP_ex9_3828674_+_ampl926	grp1
CREBBP_ex8_3830818_+_ampl929	grp1
CREBBP_ex6_3832776_+_ampl932	grp1
CREBBP_ex5_3842055_+_ampl935	grp1
CREBBP_ex4_3843476_+_ampl937	grp1
CREBBP_ex3_3860687_+_ampl940	grp1
CREBBP_ex2_3900265_+_ampl942	grp1
CREBBP_ex2_3900445_+_ampl944	grp1
CREBBP_ex2_3900625_+_ampl946	grp1
CREBBP_ex2_3900835_+_ampl948	grp1
CREBBP_ex1_3929888_+_ampl951	grp1
CIITA_ex2_10989224_+_ampl954	grp1
CIITA__10992598_+_ampl957	grp1
CIITA_ex5_10992808_+_ampl959	grp1
CIITA_ex7_10995986_+_ampl962	grp1
CIITA_ex8_10996602_+_ampl964	grp1
CIITA_ex9_10997669_+_ampl966	grp1
CIITA_ex11_11000327_+_ampl969	grp1
CIITA_ex11_11000569_-_ampl972	grp1
CIITA_ex11_11000749_-_ampl974	grp1
CIITA_ex11_11000945_-_ampl976	grp1
CIITA_ex11_11001123_-_ampl978	grp1
CIITA_ex11_11001381_+_ampl981	grp1
CIITA_ex11_11001569_+_ampl983	grp1
CIITA_ex11_11001789_+_ampl985	grp1
CIITA_ex12_11002961_+_ampl988	grp1
CIITA_ex18_11016111_+_ampl994	grp1
SOCS1_ex2_11348760_+_ampl998	grp1
SOCS1_ex2_11348998_+_ampl1000	grp1
SOCS1_ex2_11349248_+_ampl1002	grp1
TP53_ex8_7576934_+_ampl1011	grp1
TP53_ex7_7577492_+_ampl1014	grp1
TP53_ex5-ex6_7578278_+_ampl1016	grp1
TP53_ex5_7578528_+_ampl1018	grp1
TP53_ex4_7579385_+_ampl1020	grp1
TP53_ex3-ex4_7579585_+_ampl1022	grp1
TP53_ex2_7579819_+_ampl1024	grp1
CD79B_ex6_62006057_+_ampl1026	grp1
CD79B_ex6_62006227_+_ampl1028	grp1
CD79B_ex6_62006493_-_ampl1031	grp1
CD79B_ex5_62006715_-_ampl1033	grp1
CD79B_ex4_62007095_+_ampl1035	grp1
CD79B__62007281_+_ampl1037	grp1
CD79B_ex3_62007657_+_ampl1041	grp1
GNA13_ex4_63010345_+_ampl1044	grp1
GNA13_ex4_63010583_-_ampl1047	grp1
GNA13_ex4_63010773_-_ampl1049	grp1
GNA13_ex2_63049707_+_ampl1053	grp1
GNA13_ex1_63052486_+_ampl1056	grp1
BCL2_ex2_60985380_+_ampl1059	grp1
BCL2_ex2_60985590_+_ampl1061	grp1
BCL2_ex2_60985824_+_ampl1063	grp1
TCF3_ex18_1611790_+_ampl1065	grp1
TCF3_ex17_1612297_+_ampl1067	grp1
TCF3_ex16_1615774_+_ampl1069	grp1
TCF3_ex14-ex15_1619183_+_ampl1071	grp1
TCF3_ex14_1619429_+_ampl1073	grp1
TCF3_ex11-ex12_1621042_+_ampl1076	grp1
TCF3_ex9-ex10_1621918_+_ampl1079	grp1
TCF3_ex8-ex9_1622176_+_ampl1081	grp1
TCF3_ex6_1625662_+_ampl1085	grp1
MEF2B_ex9_19256679_+_ampl1092	grp1
MEF2B_ex8_19256987_-_ampl1094	grp1
MEF2B_ex7_19257267_+_ampl1097	grp1
MEF2B_ex6-ex7_19257443_+_ampl1099	grp1
MEF2B_ex6_19257627_+_ampl1101	grp1
MEF2B_ex5_19257807_+_ampl1103	grp1
MEF2B_ex4_19258582_+_ampl1106	grp1
MEF2B_ex3_19260122_+_ampl1108	grp1
CD79A_ex2_42383151_+_ampl1111	grp1
CD79A_ex3_42383680_+_ampl1114	grp1
CD79A_ex4-ex5_42384790_-_ampl1116	grp1
CD79A_ex5_42384984_-_ampl1118	grp1
CD79A_ex5_42385210_-_ampl1120	grp1
XPO1_ex18_61715800_+_ampl117	grp1
XPO1_ex17_61717856_+_ampl119	grp1
XPO1_ex16_61719239_+_ampl121	grp1
XPO1_ex15_61719461_+_ampl123	grp1
XPO1_ex13_61720103_+_ampl126	grp1
XPO1_ex12_61721104_+_ampl128	grp1
DUSP2_ex4_96809600_-_ampl131	grp1
DUSP2_ex3_96809792_-_ampl133	grp1
DUSP2_ex3_96810048_-_ampl135	grp1
DUSP2_ex1-ex2_96810581_+_ampl137	grp1
IGLL5_ex1_23230317_+_ampl1123	grp1
EP300_ex2_41513242_-_ampl1126	grp1
EP300_ex2_41513436_-_ampl1128	grp1
EP300_ex2_41513628_-_ampl1130	grp1
EP300_ex3_41521905_+_ampl1133	grp1
EP300_ex4_41523564_+_ampl1136	grp1
EP300_ex5_41525955_+_ampl1139	grp1
EP300_ex6_41527441_+_ampl1141	grp1
EP300_ex8_41533744_+_ampl1145	grp1
EP300_ex9_41536217_+_ampl1147	grp1
EP300_ex10_41537137_+_ampl1149	grp1
EP300_ex12_41543920_+_ampl1152	grp1
EP300_ex13_41545101_+_ampl1154	grp1
EP300_ex14_41545790_-_ampl1156	grp1
EP300_ex14_41546062_+_ampl1159	grp1
EP300_ex15_41547930_+_ampl1161	grp1
EP300_ex16_41548126_+_ampl1163	grp1
EP300_ex17_41551068_+_ampl1166	grp1
EP300_ex18_41553262_+_ampl1168	grp1
EP300_ex24_41564408_+_ampl1176	grp1
EP300_ex25_41564654_-_ampl1179	grp1
EP300_ex26_41565526_+_ampl1182	grp1
EP300_ex27_41566473_+_ampl1184	grp1
EP300_ex28_41568588_+_ampl1186	grp1
EP300_ex29_41569688_+_ampl1188	grp1
EP300_ex30_41572248_+_ampl1190	grp1
EP300_ex30_41572468_+_ampl1192	grp1
EP300_ex31_41572822_-_ampl1194	grp1
EP300_ex31_41573168_-_ampl1198	grp1
EP300_ex31_41573426_+_ampl1201	grp1
EP300_ex31_41573664_-_ampl1204	grp1
EP300_ex31_41573854_-_ampl1206	grp1
EP300_ex31_41574042_-_ampl1208	grp1
EP300_ex31_41574216_-_ampl1210	grp1
EP300_ex31_41574492_+_ampl1213	grp1
EP300_ex31_41574692_+_ampl1215	grp1
EP300_ex31_41574916_+_ampl1217	grp1
MYD88_ex1_38180242_+_ampl139	grp1
MYD88_ex1_38180468_+_ampl141	grp1
MYD88_ex2_38181450_+_ampl143	grp1
MYD88_ex3_38181946_+_ampl145	grp1
MYD88_ex4_38182152_+_ampl147	grp1
MYD88_ex5_38182716_+_ampl150	grp1
BCL6_ex10_187440330_+_ampl152	grp1
BCL6_ex9_187442792_+_ampl154	grp1
BCL6_ex8_187443368_+_ampl156	grp1
BCL6_ex7_187444596_+_ampl158	grp1
BCL6_ex6_187446215_+_ampl160	grp1
BCL6_ex5_187446811_+_ampl162	grp1
BCL6_ex5_187447019_+_ampl164	grp1
BCL6_ex5_187447209_+_ampl166	grp1
BCL6_ex5_187447399_+_ampl168	grp1
BCL6_ex5_187447585_+_ampl170	grp1
BCL6_ex4_187449570_+_ampl173	grp1
BCL6_ex3_187451384_+_ampl176	grp1
IRF4_ex2_393212_+_ampl178	grp1
IRF4_ex3_394904_+_ampl181	grp1
IRF4_ex5_397182_+_ampl184	grp1
IRF4_ex6_398895_+_ampl186	grp1
IRF4_ex7_401519_+_ampl188	grp1
IRF4_ex8_405087_+_ampl191	grp1
IRF4_ex9_407508_+_ampl193	grp1
HIST1H1C_ex1_26056071_+_ampl195	grp1
HIST1H1C_ex1_26056319_-_ampl198	grp1
HIST1H1C_ex1_26056519_-_ampl200	grp1
PIM1_ex1_37138074_+_ampl202	grp1
PIM1_ex1_37138286_+_ampl204	grp1
PIM1_ex2_37138474_+_ampl206	grp1
PIM1_ex3_37138656_+_ampl208	grp1
PIM1_ex4_37139038_+_ampl212	grp1
PIM1_ex5_37140847_+_ampl215	grp1
PIM1_ex6_37141765_+_ampl217	grp1
PRDM1_ex1_106534434_+_ampl219	grp1
PRDM1_ex2_106536159_+_ampl221	grp1
PRDM1_ex3_106543549_+_ampl224	grp1
PRDM1_ex4_106547252_+_ampl226	grp1
PRDM1_ex5_106552665_+_ampl229	grp1
PRDM1_ex5_106552853_+_ampl231	grp1
PRDM1_ex5_106553051_+_ampl233	grp1
PRDM1_ex5_106553259_+_ampl235	grp1
PRDM1_ex5_106553449_+_ampl237	grp1
PRDM1_ex5_106553665_+_ampl239	grp1
PRDM1_ex6_106554311_+_ampl242	grp1
PRDM1_ex7_106554855_+_ampl244	grp1
PRDM1_ex7_106555045_+_ampl246	grp1
PRDM1_ex7_106555263_+_ampl248	grp1
TNFAIP3_ex2_138192456_+_ampl250	grp1
TNFAIP3_ex3_138196063_+_ampl253	grp1
TNFAIP3_ex4_138196898_+_ampl255	grp1
TNFAIP3_ex5_138197110_+_ampl257	grp1
TNFAIP3_ex6_138198272_+_ampl260	grp1
TNFAIP3_ex7_138199602_-_ampl262	grp1
TNFAIP3_ex7_138199788_-_ampl264	grp1
TNFAIP3_ex7_138199984_-_ampl266	grp1
TNFAIP3_ex7_138200184_-_ampl268	grp1
TNFAIP3_ex7_138200422_-_ampl270	grp1
TNFAIP3_ex8_138201291_+_ampl272	grp1
TNFAIP3_ex9_138202267_+_ampl274	grp1
CARD11_ex9_2976762_+_ampl277	grp1
CARD11_ex8_2977606_+_ampl279	grp1
CARD11_ex7_2978376_+_ampl281	grp1
CARD11_ex6_2979448_+_ampl283	grp1
CARD11_ex5_2983913_+_ampl285	grp1
CARD11_ex5_2984121_+_ampl287	grp1
CARD11_ex4_2985518_+_ampl289	grp1
BRAF_ex15_140453162_+_ampl291	grp1
EZH2_ex16_148508782_+_ampl294	grp1
MFHAS1_ex1_8747598_-_ampl297	grp1
MFHAS1_ex1_8747856_+_ampl300	grp1
MFHAS1_ex1_8748124_-_ampl303	grp1
MFHAS1_ex1_8748314_-_ampl305	grp1
MFHAS1_ex1_8748498_-_ampl307	grp1
MFHAS1_ex1_8748672_-_ampl309	grp1
MFHAS1_ex1_8748928_+_ampl312	grp1
MFHAS1_ex1_8749170_-_ampl315	grp1
MFHAS1_ex1_8749344_-_ampl317	grp1
MFHAS1_ex1_8749532_-_ampl319	grp1
MFHAS1_ex1_8749732_-_ampl321	grp1
MFHAS1_ex1_8749932_-_ampl323	grp1
MFHAS1_ex1_8750140_-_ampl325	grp1
MFHAS1_ex1_8750384_-_ampl327	grp1
MYC_ex2_128750469_+_ampl331	grp1
MYC_ex2_128750643_+_ampl333	grp1
MYC_ex2_128750817_+_ampl335	grp1
MYC_ex2_128751133_-_ampl338	grp1
MYC_ex3_128752663_-_ampl340	grp1
MYC_ex3_128752917_+_ampl343	grp1
MYC_ex3_128753125_+_ampl345	grp1
CDKN2A_ex4_21967810_+_ampl347	grp1
CDKN2A_ex4_21968034_+_ampl349	grp1
CDKN2A_ex3_21968736_+_ampl352	grp1
CDKN2A_ex2_21970988_+_ampl354	grp1
CDKN2A_ex1_21974744_+_ampl357	grp1
CDKN2A_ex1_21974956_+_ampl359	grp1
CDKN2B_ex1_22008816_+_ampl362	grp1
NOTCH1_ex34_139389127_+_ampl365	grp1
NOTCH1_ex34_139389307_+_ampl367	grp1
NOTCH1_ex34_139389543_-_ampl370	grp1
